nbr_de_places,espace_enfant,service_de_payement,accessebilite_mobilite_reduite,parking,numero_tel_resto,siret,id_resto
59,0,cheque,0,0,0380668467,43978948679,950
80,1,espece,0,0,04 80 57 88 82,23905860165,951
72,0,CB,1,1,04 74 19 38 16,13503495163,952
89,0,cheque,0,0,0438334436,12638749922,953
89,1,espece,0,1,+33 (0)5 40 68 13 26,40298738453,954
49,0,cheque,0,0,+33 (0)5 64 23 24 08,32716204476,955
23,0,CB,1,0,+33 3 75 82 11 98,12125425973,956
89,0,CB,1,0,03 71 70 90 60,91352987236,957
90,1,CB,0,1,04 23 50 86 34,71961860310,958
87,1,CB,1,0,+33 2 34 51 22 51,31658836492,959
48,1,espece,1,1,+33 (0)3 53 94 40 20,14934422565,960
96,0,cheque,1,1,0158076438,58555442992,961
44,0,CB,1,1,0554038039,54152626291,962
63,0,cheque,1,1,03 64 76 90 33,48014420175,963
89,1,espece,0,1,0563509752,60019159178,964
55,1,CB,0,0,+33 (0)5 82 65 72 49,40008477409,965
32,1,cheque,0,1,02 90 96 43 28,71582534683,966
42,0,CB,1,1,0221865009,92922840248,967
35,1,espece,0,0,+33 2 48 27 43 88,64388238219,968
95,0,espece,0,1,0134193966,22442341670,969
77,1,cheque,0,1,+33 5 65 16 27 62,42059785216,970
96,0,CB,1,0,+33 (0)4 99 32 72 69,73535205587,971
31,1,cheque,0,1,02 30 06 33 12,62987346547,972
47,0,espece,0,1,+33 (0)3 71 43 45 77,78882066298,973
29,0,CB,1,1,+33 (0)1 70 70 81 53,93763928534,974
70,0,CB,1,0,03 55 27 35 58,59596256175,975
50,1,espece,1,1,02 99 85 46 62,79642827741,976
49,1,cheque,1,0,+33 5 58 21 99 60,14655937937,977
59,1,CB,1,1,04 97 05 00 94,88783504868,978
76,0,espece,0,0,+33 (0)2 56 95 13 12,26438825581,979
25,1,espece,1,0,0437604638,51301036877,980
43,1,cheque,0,0,0324101910,91665431859,981
65,0,espece,1,1,0145086626,92621337809,982
77,0,espece,0,0,04 87 01 71 42,65326209082,983
29,0,espece,0,1,+33 (0)3 89 05 12 40,71998192733,984
55,0,CB,0,0,+33 4 73 65 63 50,60549612616,985
55,0,espece,1,1,+33 (0)5 79 91 43 07,44674631131,986
56,0,CB,0,0,01 70 32 92 53,48812809991,987
98,1,CB,0,0,+33 (0)3 44 23 89 21,82265064869,988
75,1,cheque,0,0,+33 5 24 64 46 53,89505814708,989
34,0,cheque,1,0,+33 (0)3 45 99 68 81,44592835091,990
69,1,espece,0,0,0140849041,56757696498,991
58,1,cheque,0,1,01 75 28 59 73,11811890974,992
75,0,CB,1,0,0254503814,22241021954,993
87,1,espece,1,0,+33 2 96 66 61 74,84694779380,994
73,0,cheque,1,0,04 68 43 06 67,19221574313,995
42,1,espece,0,1,05 55 40 62 63,57768390710,996
59,1,cheque,1,0,+33 (0)2 48 92 42 66,42356732833,997
41,1,CB,1,0,+33 (0)2 32 92 18 16,46480930962,998
20,0,espece,1,0,+33 (0)1 79 43 13 28,18453305430,999
